"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18052490609408199,17841463162024025,zlata.jpeg,"Zlata Plotnikova","a little reel from this weekend while I’m catching up on all the admin ❤️‍🔥

ps thank you all for bearing with the delay on replies - I promise I’ll get back to each one of you 🫶🏼
As always grateful for all of those supporting me,

And honestly - grateful for the narcs that keep reporting my content too - you are only fueling my passion 😅",5,"07/22/2025 04:52",https://www.instagram.com/reel/DMaK-iSI3R1/,"IG reel",,Lifetime,4244,132,4,21,35,2487,4
17925205655983850,17841463162024025,zlata.jpeg,"Zlata Plotnikova","EXCITING NEWS & A GIVEAWAY ✨

✨ I now offer Instagram Reels services filmed during your photoshoot — including teaser, short-form, and full-length options.
Check the EXTRAS highlight for the full price list 🎥
In the meantime… enjoy this teaser 👀

🎁 GIVEAWAY TIME:
First person to guess the text on the t-shirt of the absolutely breathtaking @louisehump_fit wins a FREE Teaser Reel added to their next shoot. Ready, set… guess below! 👇",7,"07/20/2025 02:03",https://www.instagram.com/reel/DMUuYSXIuzm/,"IG reel",,Lifetime,2097,71,0,6,11,1301,0
17897531772303614,17841463162024025,zlata.jpeg,"Zlata Plotnikova","Forget HIIT, forget hyrox, forget weightlifting.
Come for a shoot and you’ll be sore for days after",0,"10/18/2025 09:50",https://www.instagram.com/p/DP9TlPaCK6e/,"IG carousel",,Lifetime,304,23,1,4,2,118,0
18056860559537826,17841463162024025,zlata.jpeg,"Zlata Plotnikova","The confidence that gives you shivers 😍🤤🥵",0,"10/16/2025 04:12",https://www.instagram.com/p/DP3jR35CEXM/,"IG carousel",,Lifetime,983,38,1,7,6,287,0
18081052775066591,17841463162024025,zlata.jpeg,"Zlata Plotnikova","This could’ve been your ad.

In all seriousness - wanna do some collabs, potentially with sports nutrition brands, soooo if you know someone who knows someone who wants to bring something creative to their campaign lmkkkk",0,"10/15/2025 07:02",https://www.instagram.com/p/DP1R9ZLCMc2/,"IG image",,Lifetime,939,18,0,0,1,279,0
18053834630300827,17841463162024025,zlata.jpeg,"Zlata Plotnikova","Is it too early to complain about wanting summer back?",0,"10/14/2025 09:12",https://www.instagram.com/p/DPy8FfAiP41/,"IG carousel",,Lifetime,1621,30,1,1,3,572,0
17905256379125717,17841463162024025,zlata.jpeg,"Zlata Plotnikova","I call this pose photoshootasana 🧘🏼‍♀️",0,"10/13/2025 12:37",https://www.instagram.com/p/DPwuvSSCNKr/,"IG image",,Lifetime,1846,40,1,3,1,779,0
18129241312426737,17841463162024025,zlata.jpeg,"Zlata Plotnikova","Ok who’s watched Olympia here last night?

What do we think open bikini results??

Also UK bringing home 3 Olympia title is MAJOR",0,"10/12/2025 00:38",https://www.instagram.com/p/DPs3oaSCME8/,"IG image",,Lifetime,1471,23,0,0,0,288,0
17965822976971766,17841463162024025,zlata.jpeg,"Zlata Plotnikova","Cannot not post a competitor on the Olympia weekend",0,"10/11/2025 02:35",https://www.instagram.com/p/DPqgTdoCHNE/,"IG carousel",,Lifetime,1741,49,0,8,5,334,0
18063584834523258,17841401797663308,kirstytaylor_ifbbpro,"𝗞𝗜𝗥𝗦𝗧𝗬 𝗧𝗔𝗬𝗟𝗢𝗥 🩷","🖤

📸@zlata.jpeg ✖️ @makeoneup_",0,"10/10/2025 14:43",https://www.instagram.com/p/DPpOxGwjKFT/,"IG image",,Lifetime,14125,147,3,9,0,,
18108540127573759,17841463162024025,zlata.jpeg,"Zlata Plotnikova","Took a walk in the forest with @keeping.up.with.kristian",0,"10/09/2025 02:40",https://www.instagram.com/p/DPlXMFCCPCN/,"IG carousel",,Lifetime,1728,19,0,4,0,238,0
18076659221121655,17841426014320610,bethtfitness_,"Beth | 🏃🏼‍♀️🏋🏼‍♀️","A little cheek never hurt nobody 😉

📸: @zlata.jpeg

#photoshoot #fitness #fitnessshoot #glutes",0,"10/08/2025 10:37",https://www.instagram.com/p/DPjpCv6DUYS/,"IG carousel",,Lifetime,4191,68,2,10,0,,
18056687843211009,17841463162024025,zlata.jpeg,"Zlata Plotnikova","another insane shot from this summer with @kirstytaylor_ifbbpro",0,"10/06/2025 02:44",https://www.instagram.com/p/DPdpS80CCvd/,"IG image",,Lifetime,11875,238,8,30,30,2450,0
